,chroma_stft,rms,centroid,contrast,flatness,zero_crossing_rate,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,mfccs_13,mfccs_14,mfccs_15,mfccs_16,mfccs_17,mfccs_18,mfccs_19,mfccs_20,mfccs_21,mfccs_22,mfccs_23,mfccs_24,mfccs_25,mfccs_26,mfccs_27,mfccs_28,mfccs_29,mfccs_30,mfccs_31,mfccs_32,mfccs_33,mfccs_34,mfccs_35,mfccs_36,mfccs_37,mfccs_38,mfccs_39,mfccs_40,Class
10,0.39595583,0.027323931,2388.2057237871168,18.29133971758385,0.026330829,0.1310004967485549,-205.09416,103.91308,-18.188734,-18.09869,-6.644026,13.716124,13.957599,14.362385,-4.2458277,-6.289723,-0.16248864,1.1601163,-8.295725,-4.2194796,-1.0860579,1.8584173,-3.4865856,-2.0905266,-8.491228,1.2858696,1.2126001,6.267634,-1.857427,2.1408324,-0.6220179,3.72792,-2.4411623,-0.68166715,-4.149056,3.1135833,0.17447422,2.5290754,-2.4567184,1.5959818,-1.465811,1.3618557,-2.9187734,0.7906077,-2.8375325,4.0351005,8
11,0.48729694,0.027584225,2393.001463229075,18.49001027713519,0.029757798,0.127153517882948,-193.838,105.75142,-18.405241,-15.290722,-8.945887,7.7672873,9.850603,12.740252,-0.29146788,-3.6536114,-2.6192472,-4.0174813,-10.010366,-1.4258428,0.57462305,2.1463587,-5.637636,-2.063381,-5.0794144,3.7284825,-1.586152,4.086076,-2.1153238,2.3011925,-0.3342139,2.1370025,-2.7704065,1.1765281,-3.3103518,1.5775923,-1.8907695,2.5662487,-1.4848828,2.2412596,-1.6952492,1.6875805,-2.5533423,0.56898654,-3.57504,3.2074292,8
12,0.60850143,0.028127206,2029.6052690231413,18.329557672047546,0.024884574,0.10597678829479769,-189.45758,115.772446,-24.758942,-3.6119583,-11.329886,12.52392,3.6906395,8.980831,-0.32153875,2.535278,0.37811676,-1.9836363,-9.672161,0.34537008,-2.183985,1.0575536,-7.900493,-0.17142482,-2.2699778,5.2359266,-1.6788161,1.9123671,-1.3582045,2.6797228,0.36853817,1.2873086,-1.7782974,3.3673933,-2.048289,1.202472,-2.2151053,1.619434,-1.7428018,2.367827,-2.3936112,1.3532807,-1.9990591,0.47236228,-3.1229713,1.891852,8
13,0.4288769,0.033385675,1703.7260450354927,19.589951621983957,0.009532382,0.09483381502890173,-201.99265,134.13033,-29.975586,-10.430996,-21.994377,14.516133,-2.3628366,12.432877,6.382876,-3.8477783,-16.597187,-2.6954005,-8.384989,0.06601605,-2.1777,-5.4680104,-5.1976542,2.9159136,0.19778848,3.6497746,-3.3033519,-1.0610963,-0.7225857,4.049659,-5.669468,2.109726,-1.005595,-1.6799037,0.35046324,1.9904153,-3.5656593,3.6157115,-4.6458273,3.058384,-2.450235,0.5869435,-0.89091486,-3.273597,0.73025656,-0.7812756,8
14,0.6211766,0.059753325,2923.9298828716333,19.359274075647093,0.07503463,0.188676955382948,-90.626724,71.10728,-22.442516,18.841387,-16.618809,1.3243232,0.8173315,6.222151,-4.1542134,2.7697654,-6.3008933,-8.4120655,-6.9933734,0.5015076,-7.664174,1.9704133,-3.1386857,-1.5779635,-1.6199348,-0.66899294,-1.4236515,-3.746497,-1.314593,2.0042686,0.73204356,-0.38243994,0.0898135,-2.0028517,-5.3390083,0.7085027,-3.0391192,-2.7847395,-7.007852,1.2923387,-4.085366,-1.9592814,-5.224459,0.17099224,-4.438103,-1.9557781,4
15,0.62618494,0.0570142,2974.678263598937,19.590462334250674,0.07667212,0.20530109736271676,-96.80537,63.859478,-32.716797,23.898315,-16.516935,0.38212338,-4.697548,6.51686,-8.187317,-1.4622912,-10.95012,-5.6153383,-6.8776903,-0.9516914,-6.027448,3.1335995,-3.778196,-0.8992611,-0.090408325,2.0558665,-2.847755,-2.2314415,-1.3496825,4.6564884,0.6369633,0.09801973,-1.67552,-3.5507364,-3.5299861,-1.6998612,-6.1003003,-2.6015463,-5.5788555,3.0617037,-3.5449088,-2.543027,-2.6077719,-1.2553731,-3.772382,0.20643805,4
16,0.64556366,0.05132945,3077.2442145955033,19.19473443741195,0.081049524,0.21555782604768786,-105.19988,57.39645,-37.273834,24.096504,-16.349646,2.5916035,-7.3039536,6.0816154,-9.962172,-3.37898,-5.223008,-5.353562,-5.4317493,-0.7090837,-4.8954453,-0.23426828,-4.902895,-1.75111,-1.6890024,-1.9499508,-3.2344449,0.8486524,-5.6975794,-3.5813518,-0.6611021,1.9903542,-0.024933303,0.12097741,-2.9761324,1.0917877,-4.8802023,-1.6973193,-4.2677093,-0.77949804,-4.538757,-1.4393355,-2.084232,1.4282798,-2.1457849,-0.31071153,4
17,0.55867034,0.06529681,3144.567974542774,19.71122928802283,0.08152397,0.19182679281069365,-85.587364,61.014427,-21.527927,23.28095,-13.470647,1.2842698,-6.0420833,1.595483,-2.6138973,-1.9977001,-4.535473,-8.422877,-7.5621943,-4.8008986,-9.698027,-2.8271575,-5.757688,-3.429553,-1.9802915,-5.29461,-4.372462,-0.6737513,-7.473431,-4.0125737,-3.4042335,-0.79977345,-1.936491,-0.81822,-4.1843147,-2.6062315,-6.6338496,0.16840759,-4.7540574,0.9577782,-4.768497,-0.14033906,-2.7031891,1.5004247,-1.850381,-1.4400245,4
18,0.62301826,0.050159477,3048.828755302928,19.229932878334594,0.08225568,0.20476765715317918,-107.73287,62.290936,-33.189796,20.101805,-14.606886,-0.45121148,-1.7881411,11.146385,-5.502914,3.6832645,-1.982364,-2.6502576,-8.691714,-1.7548825,-4.4373055,6.0294886,-7.421324,-4.089424,1.4296249,-1.0678022,-1.0950392,0.22102489,-2.8801198,-2.6889062,-1.1226274,2.1515489,1.0130787,0.7957563,-4.5122824,-0.340189,-2.753423,-2.566531,-9.262173,-3.5528955,-4.120307,-0.9827752,-2.1325762,0.16961443,-1.6962655,-0.50468194,4
19,0.597346,0.06769601,3115.2801889185107,19.316220573961072,0.0813309,0.19208081195809248,-83.55618,58.90217,-28.979033,24.72974,-7.90589,2.9061143,-9.796648,5.619218,-1.074966,-0.78296876,-3.929479,-4.028647,-5.0812316,-4.389794,-9.064558,-1.1258881,-1.5495944,-2.273992,-5.8030386,-3.8760366,-1.5044097,-3.3190029,-6.355228,-1.8843409,0.24380212,-1.6045977,-3.4164789,-0.2468072,-6.905184,-2.5272202,-4.4367356,-1.5719728,-4.4630094,-0.98295283,-4.743196,-3.3733172,-4.989759,0.93991387,-0.36934608,-0.6099917,4
20,0.62575835,0.056332003,3088.3553741331502,19.44568323014886,0.081137925,0.2127523256864162,-95.56575,57.530518,-37.101997,21.368729,-18.866217,1.4196767,-12.271369,6.5590215,-5.2799325,-1.1534631,-7.9451656,-7.1569343,-4.782725,-2.6325855,-8.34651,-0.10935972,-0.48515064,-1.5289146,-4.040151,-3.0041466,-3.9762795,0.51900893,-2.9199216,-0.44318536,1.9602371,4.6415224,0.933661,-2.1506152,-6.1226134,-2.9034386,-5.408338,-2.3928878,-5.6852493,1.5024245,-3.2507226,-0.4107915,-3.3055844,1.2946885,-3.0619962,-2.3633733,4
21,0.60824424,0.056303643,3065.019920112168,19.642297081063678,0.07888736,0.2055522940751445,-100.16334,58.304596,-32.558773,26.45223,-11.261093,3.4165187,-10.380663,6.4304748,-8.655868,-1.2147288,-8.636851,-9.509978,-5.118744,-5.329187,-9.905244,0.2955492,-0.46220616,-2.406373,-4.651395,-3.6574242,-1.4838,0.012597894,-6.154383,-2.7752495,1.3185511,3.6079867,-0.39823252,-3.4145594,-5.0988955,-2.4753916,-5.988505,-1.3429865,-4.155076,1.2523698,-3.5314186,-2.512272,-5.3064704,0.98083776,-2.9320908,-2.4143333,4
22,0.6099724,0.06462413,3046.3292987975883,19.64933684090867,0.07785462,0.1983776643786127,-91.323265,62.365097,-24.11968,26.509693,-16.764153,-0.6655093,-6.587696,3.8719475,-13.432781,-4.6478066,-10.062902,-10.165398,-8.640085,-5.9755063,-3.4092054,-0.052192908,-3.7546484,1.8967019,-2.0681882,-3.5282977,-1.8166045,0.3868787,-4.5964684,-2.5351586,0.8834179,1.4406474,-0.08002838,-1.4492464,-5.7496586,-2.615009,-3.8204656,-0.5638403,-1.9932336,1.1293029,-3.8199005,-1.1006235,-4.1359506,1.3816781,-1.4812671,-1.3806673,4
23,0.62449974,0.0621938,2904.0952779844474,19.651444184333833,0.0687023,0.19024622922687862,-94.80956,68.09627,-28.050117,26.983776,-14.408762,2.010474,-5.3385124,5.3384767,-6.3743677,0.7103801,-11.024785,-8.535939,-7.3313427,-6.113699,-6.3290887,1.3801305,0.47095978,1.3302045,-2.4565003,-4.182413,-4.1946936,-0.5711966,-4.391298,0.18949078,1.575984,-0.42244065,-0.83517414,0.52966166,-6.2992,-5.356617,-6.2822,-0.22329876,-2.1891227,1.3721434,-6.520697,-1.993527,-3.411482,0.21455432,-2.396747,-3.2977076,4
24,0.5923556,0.06005649,2969.8769330377104,19.557503971882312,0.070942186,0.190630080382948,-97.878654,62.257114,-31.84517,27.557922,-11.567411,6.1459956,-4.3294683,0.21893443,-5.9012365,-0.10832076,-5.1425734,-7.9589744,-9.739194,-6.1450667,-5.4509177,3.5471404,0.54438907,2.0570173,-6.1642375,-6.1011615,-6.04979,-0.9983022,-3.975166,0.64569914,0.47969618,-0.13334793,-1.4056453,-2.3073664,-7.291175,-1.7987127,-1.18477,-1.9660263,-5.0022306,2.093313,-5.131721,-2.6970198,-3.765823,0.6947321,-1.834847,-1.9250219,4
25,0.5939818,0.061847378,3032.2978376619617,19.189527773805043,0.074332975,0.19890828215317918,-93.95017,58.6512,-37.166805,22.2361,-10.693306,6.8419747,-10.104054,0.31452253,-4.547135,-2.8613455,-8.408432,-6.139249,-6.904775,-4.131522,-6.9742045,1.8472015,0.16166654,-0.03279987,-4.70841,-3.3857238,-4.498634,-1.305571,-4.044617,1.3569089,-0.2321213,0.3113561,-1.9061227,-1.3255188,-4.8925786,-0.9563729,-2.5843232,-1.5368372,-5.3928695,1.3136928,-4.676181,-2.5218394,-4.118879,-0.29856107,-1.1009672,-0.5556582,4
26,0.56435376,0.0618887,3015.4259424305424,19.59925023089801,0.06952667,0.18838624458092484,-97.56862,60.687206,-37.16344,21.6172,-9.77225,6.0815234,-10.13952,5.9791565,-1.5652304,-4.239293,-9.983961,-4.3819036,-6.254602,-2.7748327,-6.7977734,0.42105305,-2.2205849,-2.9859605,-3.5161781,0.6465008,-4.773964,-2.8443198,-5.602927,-0.1739235,0.012336323,-0.10540475,-4.041539,-1.3904495,-4.250432,-1.149576,-3.958938,-0.7571104,-5.262863,-0.39051563,-4.8092794,-3.4117174,-5.8490977,-0.4973785,-0.8512202,-0.94778585,4
27,0.53405887,0.07694748,2950.204443520643,19.654022600439987,0.06626686,0.16625270953757226,-80.46145,67.08361,-25.295738,19.717873,-9.317082,7.111456,-3.116886,5.4873266,1.8542296,-2.209447,-6.566024,-7.9702177,-10.504532,-2.8506851,-5.090417,-0.032771338,-5.9775114,-4.4462423,-2.4642968,-5.98815,-6.41125,-3.3497012,-4.23908,-1.5428452,-1.1560711,-3.050549,-4.595377,-2.4801106,-5.4655337,0.35752982,-3.987829,-1.6615745,-5.897852,-1.5685654,-5.7529116,-2.9744048,-4.9542694,0.12867011,-0.1483178,-0.5334657,4
28,0.6234825,0.05551074,3055.5044173135893,19.442412946942927,0.07979692,0.21091209808526012,-94.210304,58.62966,-41.075253,21.999743,-11.990922,6.052252,-12.142533,9.617146,-1.3511902,-0.49661124,-6.439859,-5.6262827,-5.8105717,-1.6605242,-3.1220315,2.340796,-1.7236208,1.975404,0.19357432,-2.9885385,-3.049623,1.9876846,-4.1888885,0.9040665,-0.4938242,1.6916691,-0.10810064,0.17463583,-4.007957,0.57865155,-2.2896802,-0.94058335,-5.255309,-1.3023815,-6.634122,-3.784888,-4.7233887,0.10476797,-1.5645534,-0.60052896,4
29,0.6324063,0.060934,3006.304415537963,19.06801585395303,0.08322578,0.20129888457369943,-85.577705,64.14164,-33.678944,15.191913,-24.244637,-1.055142,-6.619502,9.149622,-1.5771929,2.206966,-3.7499053,-0.1745695,-1.4769284,-3.21446,-7.6236825,1.2797178,-3.8858876,-3.0771534,-3.1021545,-1.7923124,-3.9805627,1.3364499,-0.9023715,3.2013593,3.283187,5.5661926,1.9577284,1.3799182,-3.4088283,0.3744065,-3.7574537,-1.6785691,-5.385532,0.54969513,-2.6733606,0.79319566,-4.758848,0.28895468,-2.7166748,-0.420344,4
30,0.6396865,0.049061615,3164.4017816036494,19.146211940824053,0.08158433,0.22294978323699421,-120.07433,48.84371,-48.78253,20.965677,-15.648213,5.36987,-7.629151,3.2052429,-8.383149,0.1259523,-3.1192157,-1.3231174,-5.9297047,-2.3778684,-6.909987,1.5625544,-3.649395,-1.8563915,-5.7332335,-4.8461986,-4.9149604,2.0705748,-2.3308663,0.7270013,-0.32819387,1.7718378,-1.0748147,1.8777614,-4.529502,-0.38801003,-4.302483,-1.6319182,-4.4403286,0.30968282,-3.0827873,-0.21789983,-3.248183,-0.76152045,-1.2203705,1.1003448,4
31,0.6490012,0.07474053,2941.2573574933604,19.435813068686212,0.07154315,0.19001478955924855,-72.58455,68.98696,-25.692019,25.041256,-17.656296,0.13242534,-5.83783,0.3491085,-4.104844,0.8451132,-7.7042894,-2.0591326,-7.7976174,-3.2294126,-10.580685,0.12906039,-4.190944,-3.6529627,-5.719158,-3.2602706,-2.0015736,-1.7350839,-4.1081176,1.0004424,-2.705732,0.71190006,2.3440237,2.7882733,0.6199142,1.385862,-7.241276,-1.5679505,-2.8218632,0.6485661,-3.8914385,-0.65688884,-3.2000709,-0.67993253,-4.9895806,1.526408,4
32,0.32115117,0.0071669547,1751.4960897607093,20.06295631752757,0.011597558,0.07710892341040462,-402.21585,116.93014,-2.1902964,29.14612,2.6975522,16.898018,5.929451,20.707367,-1.098636,-1.7613822,-8.822449,5.263361,1.1821002,10.1165905,-3.6006138,-1.9136102,-7.8545146,-4.772423,-2.6621351,0.86474925,-3.5825424,-3.5938642,-5.74007,-3.2301178,-3.8148377,0.56926006,-4.043306,-3.0370374,-4.77403,-0.31732962,-1.0467066,-0.034980018,-6.9635096,-4.202139,-5.331405,1.8173401,0.75954175,2.752506,-4.7909865,-4.527475,8
33,0.22431408,0.008927659,1236.7403331701692,21.144509713449835,0.0019992022,0.07530820989884393,-416.38693,146.4454,0.3778054,28.930082,-3.5609307,10.497904,5.2967887,23.529854,-4.297596,-5.416247,-8.916254,2.6332417,1.412656,14.055212,-2.1535807,-3.7449737,-9.794404,-6.274994,-5.8949385,3.565671,-2.0393274,-6.7682633,-5.824353,-1.9476179,-5.317489,-1.3528519,-2.025053,-2.3116074,-5.378635,2.2320824,0.13607325,-3.3721607,-6.9826694,-2.5809834,-6.8687763,1.7269529,2.6629837,0.63475573,-7.7739553,-3.563328,8
34,0.175441,0.009422566,1307.1450899941835,21.468052181719223,0.0016053698,0.08818415823699421,-418.74265,144.651,-3.8646233,23.713377,-5.764162,7.6873407,5.959727,28.028732,-3.3063333,-7.6197157,-9.2133465,1.526195,2.720724,15.680967,-0.83835256,-3.270639,-10.706673,-6.328027,-6.259832,5.383768,0.044712503,-5.824248,-4.771327,-0.7501678,-6.2267227,-2.5392826,-0.6360974,-1.6666123,-4.815659,3.7014823,0.39263597,-5.5348186,-7.530849,-2.3362563,-7.0465527,1.3307524,2.6553478,-0.97969186,-10.795037,-4.2730937,8
35,0.14287189,0.011053019,1327.7739891088386,21.57441743033514,0.0010487121,0.09286375541907514,-429.80148,143.53883,-7.193893,15.103916,-9.213565,7.55648,8.894039,28.715067,1.0334573,-9.878086,-14.924805,1.929551,7.9540467,16.215815,-0.46303254,-1.683767,-11.563833,-9.154932,-3.6525557,6.030057,0.3078413,-4.5486255,-3.5710506,-1.3444468,-4.080738,-1.2918093,-1.9123448,-1.8148836,-2.905721,3.349841,0.3360604,-5.0095863,-9.142989,-3.4576607,-4.699679,1.6505305,2.1749063,0.38343176,-11.175078,-6.5804267,8
36,0.13751271,0.013715854,1337.2044060530932,21.975369344236984,0.00065984135,0.09402659862716763,-432.8226,144.0797,-6.0796785,10.607989,-14.734592,5.704503,12.025929,27.134264,0.2903408,-12.014091,-19.003881,1.6066089,11.173224,16.912323,-1.9588716,-2.8861356,-11.101998,-11.45587,-2.1966486,7.6419983,-0.1657542,-5.729683,-2.1255496,-0.38055247,-2.4854393,-0.35514602,-2.3183713,-2.7793508,-3.1528504,4.1557093,1.5283339,-6.0317087,-10.361793,-3.4124916,-3.8007371,0.27846906,2.0045767,0.9646285,-10.845538,-7.4542584,8
37,0.13672552,0.018258182,1330.2815754253452,22.505100304910123,0.00047435227,0.09463059971098266,-420.67557,145.91527,-11.822302,5.561292,-21.605597,5.7494135,15.40492,27.38017,-0.69944453,-15.0044365,-19.806948,1.6551424,13.938121,16.331577,-2.170677,-4.728186,-10.267363,-11.028215,-1.4766316,7.3198094,-0.64681953,-7.7228622,-1.0096699,-0.5639524,-0.60313946,-0.15222275,-1.5829177,-3.6403956,-2.6539655,3.7579212,1.706689,-7.0538187,-9.831891,-3.9440744,-3.3586588,-0.92938447,2.233214,0.80430436,-10.588592,-8.1150255,8
38,0.13848986,0.054693896,1444.4591498120321,24.25261658480513,0.00062791514,0.09590916275289017,-345.97083,130.80602,-22.798092,-5.5576015,-29.745907,3.3370883,17.012173,34.400097,1.2228839,-13.049749,-18.818611,1.140029,16.062895,15.524516,-2.86379,-5.6491895,-10.029073,-12.439662,-0.31970567,8.822302,1.5577922,-9.916712,-2.9058702,-0.6084214,-2.8402774,-2.9571517,-2.8795335,-4.3344684,-3.1236756,3.2650442,2.468583,-6.1061544,-9.930543,-5.089299,-2.7146413,0.22765404,3.1071467,2.7250493,-10.882265,-8.994609,8
39,0.14787245,0.081298076,1981.0930882576447,24.938439455166105,0.0029917117,0.10437364523121387,-255.43175,94.82119,-25.766861,-8.436012,-32.570786,5.413861,8.619714,28.096651,1.0231485,-6.0493855,-18.536104,-0.18414408,7.7745304,11.986972,-5.573516,-7.084911,-10.26016,-8.430546,4.62332,16.451033,7.448077,-7.968094,-7.5573964,-3.4611726,-4.1566873,-4.8275867,-4.301836,-2.9035137,-5.023182,-1.6736307,1.379896,-2.9989786,-10.329202,-8.825416,-3.9243746,3.8421066,6.553749,5.774967,-9.966053,-8.375751,8
40,0.17113155,0.09981602,2402.700964639352,25.42874195917562,0.006063842,0.11903337247109827,-198.4669,67.78012,-34.21195,-6.5565977,-32.389225,3.1817908,3.7150576,25.785517,1.992369,-2.2688975,-19.276606,-2.937043,1.435508,10.191826,-7.0291967,-8.545132,-9.145528,-6.113365,5.0159044,22.501575,13.088996,-4.784383,-10.904059,-5.5223346,-6.64265,-7.3027825,-4.847227,-1.6178854,-6.85513,-4.5875144,-0.91090965,-1.9331368,-10.635486,-10.634767,-7.443517,5.349665,9.469409,10.207481,-8.787317,-12.171307,8
41,0.17129387,0.11551461,2152.319254086577,25.38663170299965,0.005190493,0.1142662798049133,-211.75542,77.903725,-30.729767,-2.2580316,-24.773207,0.6085496,8.899337,27.716137,3.215759,-6.59212,-20.042828,-8.015425,5.574519,13.351944,-2.5795774,-6.457516,-8.131906,-10.425078,-2.032244,16.766726,12.155967,-4.854727,-8.804007,-6.1703277,-6.3153124,-5.7706904,-4.7001266,-2.4940305,-6.4354115,-2.9189787,1.8466458,-2.3899677,-11.678166,-10.442705,-7.7602057,2.16322,8.332156,11.804993,-6.0983887,-16.499247,8
42,0.15120332,0.20885935,1829.8027855309213,24.077291678848862,0.0030363854,0.09772681087427745,-189.80313,97.29673,-21.287344,1.2599553,-16.699423,4.4531927,9.78763,23.67316,-0.4573374,-10.548693,-22.039515,-6.801318,8.683715,15.697682,-0.46299824,-2.4377,-10.040877,-11.2898035,-5.82946,7.7904887,6.006201,-6.465162,-6.1806993,-5.5359316,-4.014025,-1.501438,-5.0685225,-3.876493,-6.676787,-1.7224541,4.0952263,-0.19546019,-11.412382,-9.696716,-7.5026007,-1.3266538,2.6068065,8.90815,-3.3512387,-13.986387,8
43,0.24454844,0.012783754,1484.4280573131498,20.20133511737425,0.003956296,0.0791072073699422,-356.90005,137.06815,-9.035519,11.39313,-18.836966,12.625339,9.478438,27.003372,1.4571192,-5.1409044,-18.719437,-4.474513,-0.46792936,13.82469,2.6052763,2.004235,-9.462959,-9.24087,-8.275781,1.0318316,0.42194194,-1.0345899,-2.5870318,-0.7313865,-3.3876417,-0.43805444,-4.749551,-3.2698557,-5.623701,-1.0604223,0.38094088,2.4393613,-6.787883,-7.02169,-10.640195,-3.7179542,-0.21867986,7.1498656,0.90617925,-2.5457625,8
